ds,precio,opu,feriados,cyber,mobility,oil_price,copper_price,perc_zero_stock,quarter,month,year,dayofyear,weekofyear,y_lag_1,y_lag_2,y_lag_3,y_lag_4,rolling_mean_1,rolling_mean_2,rolling_mean_3,rolling_mean_4
2020-04-27,-0.4746069226474144,2.0589183941713696,1,0,-1.277893831864231,-2.0046609920141645,-1.5933436835607515,-0.3991668083624138,2,4,2020,118,18,8814.0,6316.0,3732.0,4404.0,5816.5,4617.0,4366.5,5772.0
2020-05-04,-0.45641715251958587,2.0589183941713696,0,0,-1.0658548777985686,-1.6419747902101474,-1.5638768753540078,0.11344926718820068,2,5,2020,125,19,6852.0,8814.0,6316.0,3732.0,6428.5,5816.5,4617.0,4366.5
2020-05-11,-0.4114291960256061,2.0589183941713696,0,0,-1.3017662887170012,-1.5006942166736876,-1.562976143225417,-0.08835425009425953,2,5,2020,132,20,6292.0,6852.0,8814.0,6316.0,7068.5,6428.5,5816.5,4617.0
2020-05-18,-0.4744573743697459,2.0589183941713696,1,0,-1.4564990044321122,-1.192085348628115,-1.5015547908856945,-0.5890301142973359,2,5,2020,139,21,8278.0,6292.0,6852.0,8814.0,7559.0,7068.5,6428.5,5816.5
2020-05-25,-0.4655534741099693,2.0589183941713696,0,0,-1.298548371237355,-1.141311167891565,-1.5082888354181412,-0.5630613270981747,2,5,2020,146,22,13284.0,8278.0,6292.0,6852.0,8676.5,7559.0,7068.5,6428.5
2020-06-01,-0.46895464887943794,2.0589183941713696,1,0,-1.2569399512630846,-0.9882336192769109,-1.3807709012134104,-0.6726181357498867,2,6,2020,153,23,14532.0,13284.0,8278.0,6292.0,10596.5,8676.5,7559.0,7068.5
2020-06-08,-0.5245228235194633,2.0589183941713696,0,0,-1.3033378296486928,-0.961525267699878,-1.2459184339615863,-0.7749993073664083,2,6,2020,160,24,15212.0,14532.0,13284.0,8278.0,12826.5,10596.5,8676.5,7559.0
2020-06-15,-0.5065821847347398,2.0589183941713696,0,0,-1.3814124163585997,-0.9358550499297266,-1.251837530806609,-0.7515515678237835,2,6,2020,167,25,21144.0,15212.0,14532.0,13284.0,16043.0,12826.5,10596.5,8676.5
2020-06-22,-0.22129066745354348,2.0589183941713696,0,0,-1.478227897072622,-0.8981047296795034,-1.1766907360784935,-0.7019975166416828,2,6,2020,174,26,21736.0,21144.0,15212.0,14532.0,18156.0,16043.0,12826.5,10596.5
2020-06-29,-0.08280247965930522,-0.502636870414923,1,0,-1.4797631708377486,-0.8634688108499238,-1.1349997061265937,-0.7249035334510888,2,6,2020,181,27,12456.0,21736.0,21144.0,15212.0,17637.0,18156.0,16043.0,12826.5
2020-07-06,-0.13934063599330213,-0.502636870414923,0,0,-1.3586702024915975,-0.838931102687279,-1.0020773791503206,-0.7158063356631968,3,7,2020,188,28,13466.0,12456.0,21736.0,21144.0,17200.5,17637.0,18156.0,16043.0
2020-07-13,-0.1371956517721358,-0.502636870414923,1,0,-1.4201860266223179,-0.83317417884912,-0.8848535264151949,-0.7664440542255677,3,7,2020,195,29,15222.0,13466.0,12456.0,21736.0,15720.0,17200.5,17637.0,18156.0
2020-07-20,-3.8031952326952463,-0.502636870414923,0,0,-1.3253398100867047,-0.7944801005926414,-0.87546017707418,-0.7263610945712882,3,7,2020,202,30,15766.0,15222.0,13466.0,12456.0,14227.5,15720.0,17200.5,17637.0
2020-07-27,-3.8031952326952463,-0.502636870414923,0,0,-1.208422461224947,-0.8221322101759296,-0.8921880594622884,-0.6788596486982932,3,7,2020,209,31,15556.0,15766.0,15222.0,13466.0,15002.5,14227.5,15720.0,17200.5
2020-08-03,-0.1374910840302839,-0.502636870414923,0,0,-1.1366167173854655,-0.7846650173275835,-0.8923167354806582,-0.6528547294889144,3,8,2020,216,32,20986.0,15556.0,15766.0,15222.0,16882.5,15002.5,14227.5,15720.0
2020-08-10,-0.09614680385913095,-0.502636870414923,1,0,-0.9147869259888383,-0.7620148251774496,-0.9246144160915437,-0.3119108441838833,3,8,2020,223,33,29168.0,20986.0,15556.0,15766.0,20369.0,16882.5,15002.5,14227.5
2020-08-17,1.2928241218910752,-0.502636870414923,0,0,-0.9644704664174937,-0.7321920721797736,-0.8154971525137318,0.5394562129994344,3,8,2020,230,34,47912.0,29168.0,20986.0,15556.0,28405.5,20369.0,16882.5,15002.5
2020-08-24,-0.041450381866751235,-0.502636870414923,0,0,-0.9311691812651173,-0.7157706828709266,-0.8165265606606922,1.3309627062204932,3,8,2020,237,35,20724.0,47912.0,29168.0,20986.0,29697.5,28405.5,20369.0,16882.5
2020-08-31,-0.08803689822601143,-0.502636870414923,0,1,-0.8348122925511022,-0.8075826077367828,-0.7558772644311899,1.735436194468096,3,8,2020,244,36,7654.0,20724.0,47912.0,29168.0,26364.5,29697.5,28405.5,20369.0
2020-09-07,-0.164412018903508,-0.502636870414923,0,0,-0.770653063944929,-0.9680371979430414,-0.7626885145746584,1.80032284044127,3,9,2020,251,37,8352.0,7654.0,20724.0,47912.0,21160.5,26364.5,29697.5,28405.5
2020-09-14,-0.12506252899671985,-0.502636870414923,2,0,-1.119168592375067,-0.8817777161712821,-0.7202768989198861,1.7193527497862748,3,9,2020,258,38,9354.0,8352.0,7654.0,20724.0,11521.0,21160.5,26364.5,29697.5
2020-09-21,0.2231918876509563,-0.502636870414923,0,0,-0.8930886171991063,-0.8664888364699416,-0.8242471217628955,1.6022200425578585,3,9,2020,265,39,8294.0,9354.0,8352.0,7654.0,8413.5,11521.0,21160.5,26364.5
2020-09-28,0.08546693209548438,-0.502636870414923,0,0,-0.8062208165082102,-0.8997091182901378,-0.8449639607204756,1.7657183030776449,3,9,2020,272,40,10262.0,8294.0,9354.0,8352.0,9065.5,8413.5,11521.0,21160.5
2020-10-05,0.09142698230790279,-0.502636870414923,0,0,-0.7148045732088509,-0.8454430329304423,-0.7831994719028462,1.5731441909679633,4,10,2020,279,41,9824.0,10262.0,8294.0,9354.0,9433.5,9065.5,8413.5,11521.0
2020-10-12,0.060598996686436715,-0.502636870414923,1,0,-0.8379853512971989,-0.8371379624753932,-0.7276114319669796,0.9146779385620704,4,10,2020,286,42,11138.0,9824.0,10262.0,8294.0,9879.5,9433.5,9065.5,8413.5
2020-10-19,-0.020475593309509477,-0.502636870414923,1,0,-0.5518808440744547,-0.8343066884566267,-0.6486043566877622,0.3668104956469579,4,10,2020,293,43,22018.0,11138.0,9824.0,10262.0,13310.5,9879.5,9433.5,9065.5
2020-10-26,0.023528597466982333,-0.502636870414923,2,0,-0.5395776793307792,-0.9789847908156061,-0.7263246717832792,0.42895792603652777,4,10,2020,300,44,33772.0,22018.0,11138.0,9824.0,19188.0,13310.5,9879.5,9433.5
2020-11-02,2.0811838263853164,-0.502636870414923,0,1,-0.3763556917795958,-0.9594490000861159,-0.6820601214639784,0.20874039837302777,4,11,2020,307,45,29654.0,33772.0,22018.0,11138.0,24145.5,19188.0,13310.5,9879.5
2020-11-09,0.016859543889815216,-0.502636870414923,0,0,-0.37322397696012966,-0.8197728151602909,-0.6160493240401366,0.21881767860242676,4,11,2020,314,46,31460.0,29654.0,33772.0,22018.0,29226.0,24145.5,19188.0,13310.5
2020-11-16,0.0044721461333061515,-0.502636870414923,0,0,-0.36092081221645406,-0.7807956095019356,-0.522373182666732,0.19738146368022408,4,11,2020,321,47,33422.0,31460.0,29654.0,33772.0,32077.0,29226.0,24145.5,19188.0
2020-11-23,0.01825783561068081,-0.502636870414923,0,0,-0.3888079859378362,-0.6325312267191847,-0.4017265478429625,0.22208462747124488,4,11,2020,328,48,37352.0,33422.0,31460.0,29654.0,32972.0,32077.0,29226.0,24145.5
2020-11-30,0.03694585207841366,-0.502636870414923,0,0,-0.08242189771435719,-0.6053509961390242,-0.2193411594052378,0.39312200213085,4,11,2020,335,49,34952.0,37352.0,33422.0,31460.0,34296.5,32972.0,32077.0,29226.0
2020-12-07,0.03391568535607434,-0.502636870414923,1,0,-0.31267749278705387,-0.5755282431413481,-0.1663266398367727,1.2062657553298586,4,12,2020,342,50,42092.0,34952.0,37352.0,33422.0,36954.5,34296.5,32972.0,32077.0
2020-12-14,0.022321163866373863,-0.502636870414923,0,0,0.09159193378744869,-0.48436121973705953,-0.11305476823156752,1.0135659911699044,4,12,2020,349,51,27482.0,42092.0,34952.0,37352.0,35469.5,36954.5,34296.5,32972.0
2020-12-21,0.01646522464647708,-0.502636870414923,1,0,-0.2699904633467788,-0.4938223937497716,-0.133514255152407,1.6938956736936168,4,12,2020,356,52,48004.0,27482.0,42092.0,34952.0,38132.5,35469.5,36954.5,34296.5
2020-12-28,0.12187317949266398,-0.502636870414923,1,0,-0.5198844808843954,-0.47695271938795347,-0.15049948957725548,1.901522884560537,4,12,2020,363,53,21836.0,48004.0,27482.0,42092.0,34853.5,38132.5,35469.5,36954.5
2021-01-04,0.2605446189255588,-0.502636870414923,0,0,-0.25414425364889276,-0.37715031022642637,-0.022209499262304016,2.136215514212987,1,1,2021,4,1,9716.0,21836.0,48004.0,27482.0,26759.5,34853.5,38132.5,35469.5
2021-01-11,0.3494645972499008,-0.502636870414923,0,0,-0.46971061540658704,-0.2591805594444796,-0.07796910679374393,2.419284129961172,1,1,2021,11,2,3844.0,9716.0,21836.0,48004.0,20850.0,26759.5,34853.5,38132.5
2021-01-18,0.22463256534629888,-0.502636870414923,0,0,-0.6130238454934476,-0.25700991603009177,-0.04915425750899535,2.238471038217512,1,1,2021,18,3,2620.0,3844.0,9716.0,21836.0,9504.0,20850.0,26759.5,34853.5
2021-01-25,0.3352605567332721,-0.502636870414923,0,0,-0.6295026297215167,-0.26842938790578413,-0.11511358452548827,2.2266094953236175,1,1,2021,25,4,6164.0,2620.0,3844.0,9716.0,5586.0,9504.0,20850.0,26759.5
2021-02-01,0.5096749907879653,-0.502636870414923,0,0,-0.4535300895953053,-0.13337761721061167,-0.16002151493663955,2.313883159349433,1,2,2021,32,5,6302.0,6164.0,2620.0,3844.0,4732.5,5586.0,9504.0,20850.0
2021-02-08,0.5538341799733733,-0.502636870414923,0,0,-0.32035765021498364,0.02858698580565643,0.06438946110074707,2.3867971165792308,1,2,2021,39,6,4742.0,6302.0,6164.0,2620.0,4957.0,4732.5,5586.0,9504.0
2021-02-15,0.5101563949827213,-0.502636870414923,0,0,-0.20913909276460896,0.09274680108822403,0.22196611319672377,2.5906927930923125,1,2,2021,46,7,2270.0,4742.0,6302.0,6164.0,4869.5,4957.0,4732.5,5586.0
2021-02-22,1.039342432533356,-0.502636870414923,0,0,-0.053289183464783375,0.190614506336927,0.5977515572446512,2.619274251731197,1,2,2021,53,8,1574.0,2270.0,4742.0,6302.0,3722.0,4869.5,4957.0,4732.5
2021-03-01,1.3626064322545957,-0.502636870414923,0,0,-0.12368261693977865,0.1923132707481871,0.4976416149527426,2.361331550063339,1,3,2021,60,9,1348.0,1574.0,2270.0,4742.0,2483.5,3722.0,4869.5,4957.0
2021-03-08,0.7434425869065613,-0.502636870414923,0,0,-0.37103981516104734,0.3200981047951918,0.4796269723809349,2.1879013983806943,1,3,2021,67,10,1204.0,1348.0,1574.0,2270.0,1599.0,2483.5,3722.0,4869.5
2021-03-15,0.2367023134888389,-0.502636870414923,0,0,-0.5503149868708929,0.23591489063719462,0.5218327064063149,0.45847245245235374,1,3,2021,74,11,2554.0,1204.0,1348.0,1574.0,1670.0,1599.0,2483.5,3722.0
2021-03-22,0.27224286182079344,-0.502636870414923,0,0,-1.020168312380557,0.08312046942441714,0.4767960999767933,-0.05308054932165235,1,3,2021,81,12,19332.0,2554.0,1204.0,1348.0,6109.5,1670.0,1599.0,2483.5
2021-03-29,0.40449840157338135,-0.502636870414923,3,0,-1.173138935065376,0.11501949003585564,0.4045123466574113,0.16567903109157964,1,3,2021,88,13,15392.0,19332.0,2554.0,1204.0,9620.5,6109.5,1670.0,1599.0
2021-04-05,0.3889385915295899,-0.502636870414923,1,0,-1.094413133473151,0.05150457621485565,0.5177150738184723,0.4916911068636969,2,4,2021,95,14,13294.0,15392.0,19332.0,2554.0,12643.0,9620.5,6109.5,1670.0
2021-04-12,0.34715221594583484,-0.502636870414923,0,0,-1.1091769314954354,0.17372123802495237,0.5572186114580816,-0.0001767798494648294,2,4,2021,102,15,10136.0,13294.0,15392.0,19332.0,14538.5,12643.0,9620.5,6109.5
2021-04-19,0.33798975933467995,-0.502636870414923,0,0,-0.998373882445703,0.18429132769501497,0.7619421566848484,-0.3930055394558615,2,4,2021,109,16,16248.0,10136.0,13294.0,15392.0,13767.5,14538.5,12643.0,9620.5
2021-04-26,0.29603057604035377,-0.502636870414923,1,0,-0.8468585428046205,0.24620185290538055,0.9990920585408717,-0.2835227923266286,2,4,2021,116,17,21866.0,16248.0,10136.0,13294.0,15386.0,13767.5,14538.5,12643.0
2021-05-03,0.3285240133404004,-0.502636870414923,1,0,-0.3987996468174678,0.3228350030133333,1.1393489185642385,-0.18701502743133738,2,5,2021,123,18,26722.0,21866.0,16248.0,10136.0,18743.0,15386.0,13767.5,14538.5
2021-05-10,0.2808451441073522,-0.502636870414923,0,0,-0.3961898845366364,0.32330688201646063,1.3308188338988889,-0.2929854200608759,2,5,2021,130,19,31882.0,26722.0,21866.0,16248.0,24179.5,18743.0,15386.0,13767.5
2021-05-17,0.28265377853915374,-0.502636870414923,1,0,-0.1875508748693679,0.2787615041211981,1.2231170065231485,-0.1564469917250865,2,5,2021,137,20,31188.0,31882.0,26722.0,21866.0,27914.5,24179.5,18743.0,15386.0
2021-05-24,0.2699711855459504,-0.502636870414923,0,0,0.1438917675887703,0.3824962381514968,1.2141954696784107,-0.10699313907666369,2,5,2021,144,21,47856.0,31188.0,31882.0,26722.0,34412.0,27914.5,24179.5,18743.0
2021-05-31,1.9563448418524,-0.502636870414923,0,1,0.15158298115442098,0.4787438256467543,1.2018854634920886,-0.20981947871785678,2,5,2021,151,22,48284.0,47856.0,31188.0,31882.0,39802.5,34412.0,27914.5,24179.5
2021-06-07,0.3459808981487134,-0.502636870414923,0,0,-0.09527177987099682,0.5589632561784775,1.1380621583805373,-0.5515380607740829,2,6,2021,158,23,50822.0,48284.0,47856.0,31188.0,44537.5,39802.5,34412.0,27914.5
2021-06-14,0.32872301328381803,-0.502636870414923,0,0,-0.23745028522215858,0.6287069728407649,0.8701586881340703,-0.560035265694602,2,6,2021,165,24,40594.0,50822.0,48284.0,47856.0,46889.0,44537.5,39802.5,34412.0
2021-06-21,0.30763312356687184,-0.502636870414923,1,0,-0.46039003606781287,0.7166652190237847,0.7836884037893895,-0.7053075434236776,2,6,2021,172,25,48132.0,40594.0,50822.0,48284.0,46958.0,46889.0,44537.5,39802.5
2021-06-28,0.3402080458459399,2.0589183941713696,2,0,-0.1366056680245566,0.7505618605911707,0.7746810825034844,-0.7565480509677114,2,6,2021,179,26,32462.0,48132.0,40594.0,50822.0,43002.5,46958.0,46889.0,44537.5
2021-07-05,0.23978037761555412,2.0589183941713696,0,0,0.35793072266266346,0.7371447677595305,0.8251220817045486,-0.7357833961238824,3,7,2021,186,27,35746.0,32462.0,48132.0,40594.0,39233.5,43002.5,46958.0,46889.0
2021-07-12,0.22640601707631422,2.0589183941713696,1,0,0.40034038460329946,0.705245747148092,0.8202323930064863,-0.7464414603593076,3,7,2021,193,28,38968.0,35746.0,32462.0,48132.0,38827.0,39233.5,43002.5,46958.0
2021-07-19,0.22573155482079538,2.0589183941713696,0,0,0.7797104468276356,0.5370680704333483,0.7978427658100964,-0.7845587694206322,3,7,2021,200,29,34974.0,38968.0,35746.0,32462.0,35537.5,38827.0,39233.5,43002.5
2021-07-26,0.20936078404570266,2.0589183941713696,0,0,0.7842169216353639,0.6824068033967067,1.0371801599784103,-0.8154813346657831,3,7,2021,207,30,36244.0,34974.0,38968.0,35746.0,36483.0,35537.5,38827.0,39233.5
2021-08-02,0.2720503895027035,2.0589183941713696,0,0,1.010291735933403,0.5297067579845552,0.8845704021915166,-0.7726310473835906,3,8,2021,214,31,33622.0,36244.0,34974.0,38968.0,35952.0,36483.0,35537.5,38827.0
2021-08-09,0.3287305148766139,-0.502636870414923,1,0,0.8237419451685241,0.4750631694223574,0.8652689994360079,-0.6980631619214365,3,8,2021,221,32,34094.0,33622.0,36244.0,34974.0,34733.5,35952.0,36483.0,35537.5
2021-08-16,0.0599516652142337,-0.502636870414923,0,0,0.5963963826121889,0.3221743724089539,0.6448469799680936,-0.6857270607348857,3,8,2021,228,33,32604.0,34094.0,33622.0,36244.0,34141.0,34733.5,35952.0,36483.0
2021-08-23,-0.08376790345796267,-0.502636870414923,0,0,0.7157936141344684,0.43872848618151794,0.7672178734380212,-0.6553885283142697,3,8,2021,235,34,32914.0,32604.0,34094.0,33622.0,33308.5,34141.0,34733.5,35952.0
2021-08-30,0.018386372072682518,2.0589183941713696,0,0,0.9499116142847643,0.5102181551553777,0.8405632039089566,-0.5954932481520447,3,8,2021,242,35,31042.0,32914.0,32604.0,34094.0,32663.5,33308.5,34141.0,34733.5
2021-09-06,-0.005712645307090112,2.0589183941713696,0,0,0.9814838770948544,0.5011108903950109,0.8342580790088234,-0.5668569546051336,3,9,2021,249,36,35086.0,31042.0,32914.0,32604.0,32911.5,32663.5,33308.5,34141.0
2021-09-13,-0.004341252796855406,2.0589183941713696,3,0,0.345803952240068,0.6312551194576551,0.8301404464209807,-0.5029076904138052,3,9,2021,256,37,31952.0,35086.0,31042.0,32914.0,32748.5,32911.5,32663.5,33308.5
2021-09-20,-0.01934178075198419,2.0589183941713696,0,0,0.8917432338765328,0.652584050399031,0.6756005483585374,-0.5149273735430603,3,9,2021,263,38,18982.0,31952.0,35086.0,31042.0,29265.5,32748.5,32911.5,32663.5
2021-09-27,0.3192188847981243,2.0589183941713696,0,0,1.0202832631316168,0.8047178410074297,0.6577145818050995,-0.4519877640305661,3,9,2021,270,39,33024.0,18982.0,31952.0,35086.0,29761.0,29265.5,32748.5,32911.5
2021-10-04,7.63293531234329,-0.502636870414923,0,1,1.213689854402392,0.9476971789551486,0.6869240379751027,-0.3498226477214261,4,10,2021,277,40,20836.0,33024.0,18982.0,31952.0,26198.5,29761.0,29265.5,32748.5
2021-10-11,-0.30754431379821523,-0.502636870414923,1,0,0.9819860675862264,1.0756707646034047,1.0277868106373949,-0.2572651354533458,4,10,2021,284,41,15676.0,20836.0,33024.0,18982.0,22129.5,26198.5,29761.0,29265.5
